x-axis,2
second,Volt
+3.6310000E+00,+25.0000E-03
+3.6315000E+00,+31.2500E-03
+3.6320000E+00,+25.0000E-03
+3.6325000E+00,+18.7500E-03
+3.6330000E+00,+31.2500E-03
+3.6335000E+00,+31.2500E-03
+3.6340000E+00,+31.2500E-03
+3.6345000E+00,+18.7500E-03
+3.6350000E+00,+31.2500E-03
+3.6355000E+00,+18.7500E-03
+3.6360000E+00,+31.2500E-03
+3.6365000E+00,+12.5000E-03
+3.6370000E+00,+31.2500E-03
+3.6375000E+00,+31.2500E-03
+3.6380000E+00,+25.0000E-03
+3.6385000E+00,+25.0000E-03
+3.6390000E+00,+25.0000E-03
+3.6395000E+00,+31.2500E-03
+3.6400000E+00,+37.5000E-03
+3.6405000E+00,+31.2500E-03
+3.6410000E+00,+31.2500E-03
+3.6415000E+00,+31.2500E-03
+3.6420000E+00,+18.7500E-03
+3.6425000E+00,+37.5000E-03
+3.6430000E+00,+25.0000E-03
+3.6435000E+00,+25.0000E-03
+3.6440000E+00,+31.2500E-03
+3.6445000E+00,+31.2500E-03
+3.6450000E+00,+31.2500E-03
+3.6455000E+00,+37.5000E-03
+3.6460000E+00,+18.7500E-03
+3.6465000E+00,+25.0000E-03
+3.6470000E+00,+31.2500E-03
+3.6475000E+00,+31.2500E-03
+3.6480000E+00,+31.2500E-03
+3.6485000E+00,+31.2500E-03
+3.6490000E+00,+31.2500E-03
+3.6495000E+00,+31.2500E-03
+3.6500000E+00,+37.5000E-03
+3.6505000E+00,+37.5000E-03
+3.6510000E+00,+31.2500E-03
+3.6515000E+00,+31.2500E-03
+3.6520000E+00,+31.2500E-03
+3.6525000E+00,+43.7500E-03
+3.6530000E+00,+37.5000E-03
+3.6535000E+00,+25.0000E-03
+3.6540000E+00,+31.2500E-03
+3.6545000E+00,+25.0000E-03
+3.6550000E+00,+31.2500E-03
+3.6555000E+00,+31.2500E-03
+3.6560000E+00,+18.7500E-03
+3.6565000E+00,+31.2500E-03
+3.6570000E+00,+31.2500E-03
+3.6575000E+00,+31.2500E-03
+3.6580000E+00,+18.7500E-03
+3.6585000E+00,+25.0000E-03
+3.6590000E+00,+31.2500E-03
+3.6595000E+00,+25.0000E-03
+3.6600000E+00,+31.2500E-03
+3.6605000E+00,+31.2500E-03
+3.6610000E+00,+37.5000E-03
+3.6615000E+00,+37.5000E-03
+3.6620000E+00,+37.5000E-03
+3.6625000E+00,+43.7500E-03
+3.6630000E+00,+31.2500E-03
+3.6635000E+00,+37.5000E-03
+3.6640000E+00,+31.2500E-03
+3.6645000E+00,+31.2500E-03
+3.6650000E+00,+43.7500E-03
+3.6655000E+00,+37.5000E-03
+3.6660000E+00,+37.5000E-03
+3.6665000E+00,+43.7500E-03
+3.6670000E+00,+31.2500E-03
+3.6675000E+00,+37.5000E-03
+3.6680000E+00,+25.0000E-03
+3.6685000E+00,+37.5000E-03
+3.6690000E+00,+25.0000E-03
+3.6695000E+00,+37.5000E-03
+3.6700000E+00,+37.5000E-03
+3.6705000E+00,+18.7500E-03
+3.6710000E+00,+25.0000E-03
+3.6715000E+00,+37.5000E-03
+3.6720000E+00,+31.2500E-03
+3.6725000E+00,+37.5000E-03
+3.6730000E+00,+37.5000E-03
+3.6735000E+00,+37.5000E-03
+3.6740000E+00,+43.7500E-03
+3.6745000E+00,+37.5000E-03
+3.6750000E+00,+50.0000E-03
+3.6755000E+00,+50.0000E-03
+3.6760000E+00,+50.0000E-03
+3.6765000E+00,+43.7500E-03
+3.6770000E+00,+50.0000E-03
+3.6775000E+00,+43.7500E-03
+3.6780000E+00,+56.2500E-03
+3.6785000E+00,+37.5000E-03
+3.6790000E+00,+43.7500E-03
+3.6795000E+00,+43.7500E-03
+3.6800000E+00,+37.5000E-03
+3.6805000E+00,+43.7500E-03
+3.6810000E+00,+43.7500E-03
+3.6815000E+00,+31.2500E-03
+3.6820000E+00,+37.5000E-03
+3.6825000E+00,+37.5000E-03
+3.6830000E+00,+43.7500E-03
+3.6835000E+00,+43.7500E-03
+3.6840000E+00,+50.0000E-03
+3.6845000E+00,+56.2500E-03
+3.6850000E+00,+50.0000E-03
+3.6855000E+00,+50.0000E-03
+3.6860000E+00,+62.5000E-03
+3.6865000E+00,+62.5000E-03
+3.6870000E+00,+37.5000E-03
+3.6875000E+00,+62.5000E-03
+3.6880000E+00,+62.5000E-03
+3.6885000E+00,+75.0000E-03
+3.6890000E+00,+56.2500E-03
+3.6895000E+00,+62.5000E-03
+3.6900000E+00,+68.7500E-03
+3.6905000E+00,+68.7500E-03
+3.6910000E+00,+68.7500E-03
+3.6915000E+00,+68.7500E-03
+3.6920000E+00,+62.5000E-03
+3.6925000E+00,+68.7500E-03
+3.6930000E+00,+62.5000E-03
+3.6935000E+00,+56.2500E-03
+3.6940000E+00,+62.5000E-03
+3.6945000E+00,+62.5000E-03
