x-axis,1
second,Volt
+1.3596000E+00,+98.7500E-03
+1.3597000E+00,+98.7500E-03
+1.3598000E+00,+101.8750E-03
+1.3599000E+00,+101.8750E-03
+1.3600000E+00,+101.8750E-03
+1.3601000E+00,+108.1250E-03
+1.3602000E+00,+95.6250E-03
+1.3603000E+00,+108.1250E-03
+1.3604000E+00,+114.3750E-03
+1.3605000E+00,+117.5000E-03
+1.3606000E+00,+111.2500E-03
+1.3607000E+00,+117.5000E-03
+1.3608000E+00,+130.0000E-03
+1.3609000E+00,+130.0000E-03
+1.3610000E+00,+126.8750E-03
+1.3611000E+00,+126.8750E-03
+1.3612000E+00,+136.2500E-03
+1.3613000E+00,+130.0000E-03
+1.3614000E+00,+133.1250E-03
+1.3615000E+00,+142.5000E-03
+1.3616000E+00,+136.2500E-03
+1.3617000E+00,+136.2500E-03
+1.3618000E+00,+145.6250E-03
+1.3619000E+00,+139.3750E-03
+1.3620000E+00,+142.5000E-03
+1.3621000E+00,+158.1250E-03
+1.3622000E+00,+148.7500E-03
+1.3623000E+00,+133.1250E-03
+1.3624000E+00,+145.6250E-03
+1.3625000E+00,+139.3750E-03
+1.3626000E+00,+151.8750E-03
+1.3627000E+00,+158.1250E-03
+1.3628000E+00,+155.0000E-03
+1.3629000E+00,+151.8750E-03
+1.3630000E+00,+158.1250E-03
+1.3631000E+00,+155.0000E-03
+1.3632000E+00,+167.5000E-03
+1.3633000E+00,+167.5000E-03
+1.3634000E+00,+180.0000E-03
+1.3635000E+00,+195.6250E-03
+1.3636000E+00,+208.1250E-03
+1.3637000E+00,+211.2500E-03
+1.3638000E+00,+236.2500E-03
+1.3639000E+00,+242.5000E-03
+1.3640000E+00,+264.3750E-03
+1.3641000E+00,+276.8750E-03
+1.3642000E+00,+280.0000E-03
+1.3643000E+00,+298.7500E-03
+1.3644000E+00,+305.0000E-03
+1.3645000E+00,+323.7500E-03
+1.3646000E+00,+345.6250E-03
+1.3647000E+00,+348.7500E-03
+1.3648000E+00,+345.6250E-03
+1.3649000E+00,+367.5000E-03
+1.3650000E+00,+373.7500E-03
+1.3651000E+00,+373.7500E-03
+1.3652000E+00,+383.1250E-03
+1.3653000E+00,+389.3750E-03
+1.3654000E+00,+405.0000E-03
+1.3655000E+00,+389.3750E-03
+1.3656000E+00,+401.8750E-03
+1.3657000E+00,+411.2500E-03
+1.3658000E+00,+411.2500E-03
+1.3659000E+00,+417.5000E-03
+1.3660000E+00,+423.7500E-03
+1.3661000E+00,+420.6250E-03
+1.3662000E+00,+414.3750E-03
+1.3663000E+00,+26.8750E-03
+1.3664000E+00,+26.8750E-03
+1.3665000E+00,+73.7500E-03
+1.3666000E+00,+23.7500E-03
+1.3667000E+00,+33.1250E-03
+1.3668000E+00,+30.0000E-03
+1.3669000E+00,+23.7500E-03
+1.3670000E+00,+33.1250E-03
+1.3671000E+00,+39.3750E-03
+1.3672000E+00,+48.7500E-03
+1.3673000E+00,+67.5000E-03
+1.3674000E+00,+120.6250E-03
+1.3675000E+00,+167.5000E-03
+1.3676000E+00,+214.3750E-03
+1.3677000E+00,+264.3750E-03
+1.3678000E+00,+308.1250E-03
+1.3679000E+00,+351.8750E-03
+1.3680000E+00,+376.8750E-03
+1.3681000E+00,+405.0000E-03
+1.3682000E+00,+423.7500E-03
+1.3683000E+00,+33.1250E-03
+1.3684000E+00,+30.0000E-03
+1.3685000E+00,+26.8750E-03
+1.3686000E+00,+51.8750E-03
+1.3687000E+00,+30.0000E-03
+1.3688000E+00,+26.8750E-03
+1.3689000E+00,+26.8750E-03
+1.3690000E+00,+33.1250E-03
+1.3691000E+00,+45.6250E-03
+1.3692000E+00,+58.1250E-03
+1.3693000E+00,+83.1250E-03
+1.3694000E+00,+114.3750E-03
+1.3695000E+00,+142.5000E-03
+1.3696000E+00,+170.6250E-03
+1.3697000E+00,+211.2500E-03
+1.3698000E+00,+242.5000E-03
+1.3699000E+00,+276.8750E-03
+1.3700000E+00,+298.7500E-03
+1.3701000E+00,+333.1250E-03
+1.3702000E+00,+355.0000E-03
+1.3703000E+00,+389.3750E-03
+1.3704000E+00,+395.6250E-03
+1.3705000E+00,+411.2500E-03
+1.3706000E+00,+426.8750E-03
+1.3707000E+00,+26.8750E-03
+1.3708000E+00,+33.1250E-03
+1.3709000E+00,+30.0000E-03
+1.3710000E+00,+20.6250E-03
+1.3711000E+00,+26.8750E-03
+1.3712000E+00,+33.1250E-03
+1.3713000E+00,+26.8750E-03
+1.3714000E+00,+36.2500E-03
+1.3715000E+00,+42.5000E-03
+1.3716000E+00,+83.1250E-03
+1.3717000E+00,+136.2500E-03
+1.3718000E+00,+148.7500E-03
+1.3719000E+00,+192.5000E-03
+1.3720000E+00,+239.3750E-03
+1.3721000E+00,+276.8750E-03
+1.3722000E+00,+320.6250E-03
+1.3723000E+00,+355.0000E-03
+1.3724000E+00,+376.8750E-03
+1.3725000E+00,+398.7500E-03
+1.3726000E+00,+423.7500E-03
+1.3727000E+00,+430.0000E-03
+1.3728000E+00,+17.5000E-03
+1.3729000E+00,+26.8750E-03
+1.3730000E+00,+26.8750E-03
+1.3731000E+00,+26.8750E-03
+1.3732000E+00,+39.3750E-03
+1.3733000E+00,+39.3750E-03
+1.3734000E+00,+26.8750E-03
+1.3735000E+00,+30.0000E-03
+1.3736000E+00,+45.6250E-03
+1.3737000E+00,+67.5000E-03
+1.3738000E+00,+89.3750E-03
+1.3739000E+00,+105.0000E-03
+1.3740000E+00,+133.1250E-03
+1.3741000E+00,+155.0000E-03
+1.3742000E+00,+176.8750E-03
+1.3743000E+00,+205.0000E-03
+1.3744000E+00,+233.1250E-03
+1.3745000E+00,+261.2500E-03
+1.3746000E+00,+280.0000E-03
+1.3747000E+00,+305.0000E-03
+1.3748000E+00,+330.0000E-03
+1.3749000E+00,+351.8750E-03
+1.3750000E+00,+367.5000E-03
+1.3751000E+00,+383.1250E-03
+1.3752000E+00,+395.6250E-03
+1.3753000E+00,+401.8750E-03
+1.3754000E+00,+414.3750E-03
+1.3755000E+00,+426.8750E-03
+1.3756000E+00,+426.8750E-03
+1.3757000E+00,+26.8750E-03
+1.3758000E+00,+33.1250E-03
+1.3759000E+00,+26.8750E-03
+1.3760000E+00,+33.1250E-03
+1.3761000E+00,+30.0000E-03
+1.3762000E+00,+26.8750E-03
+1.3763000E+00,+36.2500E-03
+1.3764000E+00,+36.2500E-03
+1.3765000E+00,+45.6250E-03
+1.3766000E+00,+70.6250E-03
