PC_w0,PC_w1,PC_w2,PC_AG,PC_NG,PC_SG,PV_w0,PV_w1,PV_w2,PV_AG,PV_GG,error,cv_PC,cv_PV,syn_PC,syn_PV
"[3, 161]","[3, 59]","[3, 91]","[3, 137]","[3, 254]","[3, 85]","[3, 45]","[3, 26]","[3, 192]","[3, 184]","[3, 41]",0.69,0.01,0.0,0.17,0.6
"[3, 248]","[3, 87]","[3, 128]","[3, 129]","[3, 159]","[3, 58]","[3, 100]","[3, 113]","[3, 175]","[3, 143]","[3, 15]",0.5745,0.0,0.0,0.05,0.25
