"PC_w0","PC_w1","PC_w2","PC_AG","PC_NG","PC_SG","PV_w0","PV_w1","PV_w2","PV_AG","PV_GG","error","cv_PC","cv_PV","syn_PC","syn_PV"
"[3, 68]","[3, 159]","[3, 121]","[3, 191]","[3, 184]","[3, 95]","[3, 168]","[3, 229]","[3, 55]","[3, 133]","[3, 22]",0.6995,0.02,0.1,0.24,0.67
"[3, 76]","[3, 181]","[3, 198]","[3, 39]","[3, 148]","[3, 21]","[3, 169]","[3, 217]","[3, 100]","[3, 251]","[3, 181]",0.6995,0,0,0.2,0.6
"[3, 92]","[3, 213]","[3, 180]","[3, 83]","[3, 99]","[3, 203]","[3, 247]","[3, 206]","[3, 38]","[3, 200]","[3, 91]",0.7,0,0,0.19,0.61
"[3, 88]","[3, 209]","[3, 196]","[3, 18]","[3, 49]","[3, 134]","[3, 41]","[3, 20]","[3, 22]","[3, 228]","[3, 95]",0.7,0,0,0.18,0.62
"[3, 67]","[3, 160]","[3, 20]","[3, 250]","[3, 211]","[3, 185]","[3, 209]","[3, 25]","[3, 62]","[3, 114]","[3, 17]",0.7005,0.01,0.11,0.26,0.67
"[3, 80]","[3, 216]","[3, 168]","[3, 203]","[3, 163]","[3, 244]","[3, 212]","[3, 148]","[3, 22]","[3, 171]","[3, 172]",0.7005,0,0,0.19,0.61
"[3, 72]","[3, 197]","[3, 254]","[3, 93]","[3, 163]","[3, 73]","[3, 186]","[3, 188]","[3, 20]","[3, 106]","[3, 86]",0.701,0,0,0.19,0.61
"[3, 84]","[3, 238]","[3, 43]","[3, 147]","[3, 175]","[3, 128]","[3, 55]","[3, 15]","[3, 109]","[3, 217]","[3, 53]",0.701,0,0,0.19,0.62
"[3, 70]","[3, 231]","[3, 147]","[3, 206]","[3, 223]","[3, 101]","[3, 131]","[3, 227]","[3, 46]","[3, 143]","[3, 138]",0.702,0,0,0.2,0.61
"[3, 79]","[3, 215]","[3, 35]","[3, 253]","[3, 41]","[3, 41]","[3, 68]","[3, 227]","[3, 145]","[3, 153]","[3, 43]",0.7025,0,0,0.2,0.61
"[3, 73]","[3, 141]","[3, 169]","[3, 92]","[3, 190]","[3, 157]","[3, 20]","[3, 241]","[3, 180]","[3, 183]","[3, 55]",0.7025,0,0,0.19,0.62
"[3, 75]","[3, 196]","[3, 26]","[3, 100]","[3, 24]","[3, 40]","[3, 121]","[3, 220]","[3, 103]","[3, 141]","[3, 42]",0.7035,0,0,0.2,0.61
"[3, 162]","[3, 206]","[3, 172]","[3, 247]","[3, 140]","[3, 163]","[3, 188]","[3, 252]","[3, 65]","[3, 164]","[3, 90]",0.7035,0.02,0.03,0.22,0.65
"[3, 65]","[3, 66]","[3, 175]","[3, 95]","[3, 191]","[3, 212]","[3, 231]","[3, 118]","[3, 253]","[3, 144]","[3, 15]",0.7035,0.03,0.11,0.37,0.57
"[3, 98]","[3, 148]","[3, 40]","[3, 187]","[3, 199]","[3, 36]","[3, 181]","[3, 234]","[3, 32]","[3, 227]","[3, 37]",0.7035,0,0,0.19,0.62
"[3, 80]","[3, 160]","[3, 116]","[3, 58]","[3, 137]","[3, 141]","[3, 164]","[3, 110]","[3, 108]","[3, 230]","[3, 110]",0.7045,0,0,0.2,0.62
"[3, 81]","[3, 125]","[3, 177]","[3, 183]","[3, 192]","[3, 251]","[3, 176]","[3, 127]","[3, 31]","[3, 223]","[3, 70]",0.705,0,0,0.2,0.63
"[3, 78]","[3, 221]","[3, 109]","[3, 204]","[3, 133]","[3, 115]","[3, 164]","[3, 154]","[3, 77]","[3, 230]","[3, 115]",0.706,0,0,0.2,0.63
"[3, 73]","[3, 146]","[3, 226]","[3, 64]","[3, 191]","[3, 69]","[3, 243]","[3, 234]","[3, 24]","[3, 248]","[3, 208]",0.7075,0,0,0.19,0.64
"[3, 75]","[3, 133]","[3, 219]","[3, 116]","[3, 93]","[3, 155]","[3, 110]","[3, 164]","[3, 55]","[3, 125]","[3, 19]",0.709,0,0,0.2,0.63
"[3, 68]","[3, 239]","[3, 163]","[3, 214]","[3, 69]","[3, 143]","[3, 114]","[3, 181]","[3, 142]","[3, 249]","[3, 32]",0.7095,0,0,0.19,0.65
"[3, 73]","[3, 199]","[3, 70]","[3, 131]","[3, 135]","[3, 142]","[3, 63]","[3, 46]","[3, 157]","[3, 216]","[3, 17]",0.71,0,0,0.21,0.64
"[3, 80]","[3, 79]","[3, 34]","[3, 39]","[3, 123]","[3, 236]","[3, 221]","[3, 37]","[3, 15]","[3, 240]","[3, 21]",0.7105,0,0,0.2,0.64
"[3, 79]","[3, 129]","[3, 24]","[3, 132]","[3, 243]","[3, 33]","[3, 98]","[3, 172]","[3, 17]","[3, 235]","[3, 51]",0.7105,0,0,0.21,0.64
"[3, 69]","[3, 186]","[3, 148]","[3, 159]","[3, 100]","[3, 34]","[3, 153]","[3, 183]","[3, 21]","[3, 227]","[3, 140]",0.7115,0,0,0.21,0.64
"[3, 68]","[3, 163]","[3, 72]","[3, 199]","[3, 86]","[3, 232]","[3, 189]","[3, 171]","[3, 31]","[3, 204]","[3, 81]",0.7155,0.02,0.04,0.24,0.68
"[3, 71]","[3, 230]","[3, 250]","[3, 104]","[3, 250]","[3, 59]","[3, 249]","[3, 140]","[3, 148]","[3, 157]","[3, 35]",0.725,0.01,0.02,0.24,0.68
"[3, 68]","[3, 50]","[3, 126]","[3, 139]","[3, 240]","[3, 221]","[3, 246]","[3, 197]","[3, 239]","[3, 148]","[3, 17]",0.7305,0.03,0.2,0.62,0.53
"[3, 65]","[3, 125]","[3, 254]","[3, 236]","[3, 106]","[3, 216]","[3, 19]","[3, 97]","[3, 190]","[3, 89]","[3, 137]",0.7315,0.03,0.15,0.43,0.67
"[3, 64]","[3, 77]","[3, 131]","[3, 178]","[3, 106]","[3, 81]","[3, 146]","[3, 159]","[3, 219]","[3, 245]","[3, 142]",0.7325,0.03,0.17,0.56,0.57
"[3, 65]","[3, 94]","[3, 144]","[3, 86]","[3, 96]","[3, 44]","[3, 108]","[3, 94]","[3, 203]","[3, 167]","[3, 212]",0.7565,0.03,0.14,0.52,0.67
"[3, 67]","[3, 114]","[3, 79]","[3, 208]","[3, 137]","[3, 119]","[3, 150]","[3, 173]","[3, 243]","[3, 225]","[3, 160]",0.762,0.03,0.22,0.44,0.86
"[3, 65]","[3, 119]","[3, 147]","[3, 60]","[3, 64]","[3, 85]","[3, 52]","[3, 113]","[3, 206]","[3, 241]","[3, 65]",0.7705,0.02,0.13,0.57,0.66
"[3, 67]","[3, 50]","[3, 89]","[3, 105]","[3, 76]","[3, 174]","[3, 225]","[3, 180]","[3, 65]","[3, 40]","[3, 83]",0.7775,0.03,0.14,0.65,0.63
"[3, 65]","[3, 61]","[3, 209]","[3, 104]","[3, 127]","[3, 34]","[3, 83]","[3, 35]","[3, 27]","[3, 141]","[3, 171]",0.7845,0.03,0.06,0.6,0.63
"[3, 186]","[3, 215]","[3, 106]","[3, 124]","[3, 149]","[3, 141]","[3, 100]","[3, 117]","[3, 251]","[3, 103]","[3, 100]",1,0,0,1,1
"[3, 246]","[3, 163]","[3, 26]","[3, 78]","[3, 122]","[3, 248]","[3, 201]","[3, 68]","[3, 234]","[3, 189]","[3, 39]",1,0,0,1,1
"[3, 164]","[3, 70]","[3, 232]","[3, 191]","[3, 123]","[3, 17]","[3, 133]","[3, 161]","[3, 174]","[3, 129]","[3, 151]",1,0,0,1,1
"[3, 251]","[3, 47]","[3, 206]","[3, 200]","[3, 246]","[3, 166]","[3, 66]","[3, 214]","[3, 88]","[3, 83]","[3, 62]",1,0,0,1,1
"[3, 216]","[3, 78]","[3, 83]","[3, 37]","[3, 24]","[3, 180]","[3, 131]","[3, 140]","[3, 119]","[3, 177]","[3, 167]",1,0,0,1,1
"[3, 74]","[3, 51]","[3, 22]","[3, 137]","[3, 38]","[3, 133]","[3, 208]","[3, 221]","[3, 206]","[3, 48]","[3, 79]",2.004,0.94,8.06,0.41,0.49
"[3, 33]","[3, 158]","[3, 117]","[3, 155]","[3, 38]","[3, 246]","[3, 46]","[3, 133]","[3, 238]","[3, 198]","[3, 177]",,0,0,,
"[3, 15]","[3, 214]","[3, 211]","[3, 190]","[3, 136]","[3, 71]","[3, 133]","[3, 187]","[3, 68]","[3, 184]","[3, 247]",,0,0,,
"[3, 21]","[3, 36]","[3, 144]","[3, 108]","[3, 19]","[3, 167]","[3, 53]","[3, 79]","[3, 233]","[3, 111]","[3, 254]",,0,0,,
"[3, 52]","[3, 39]","[3, 55]","[3, 140]","[3, 67]","[3, 233]","[3, 210]","[3, 42]","[3, 98]","[3, 121]","[3, 151]",,0,0,0,
"[3, 27]","[3, 194]","[3, 160]","[3, 208]","[3, 106]","[3, 196]","[3, 242]","[3, 245]","[3, 248]","[3, 191]","[3, 17]",,0,0,,
"[3, 17]","[3, 49]","[3, 102]","[3, 138]","[3, 21]","[3, 137]","[3, 206]","[3, 215]","[3, 201]","[3, 235]","[3, 209]",,0,0,,
"[3, 21]","[3, 204]","[3, 74]","[3, 94]","[3, 136]","[3, 73]","[3, 47]","[3, 31]","[3, 173]","[3, 15]","[3, 206]",,0,0,,
"[3, 43]","[3, 155]","[3, 192]","[3, 250]","[3, 37]","[3, 131]","[3, 53]","[3, 43]","[3, 24]","[3, 151]","[3, 25]",,0,0,,
"[3, 51]","[3, 120]","[3, 165]","[3, 231]","[3, 41]","[3, 49]","[3, 228]","[3, 225]","[3, 111]","[3, 96]","[3, 69]",,0,0,0,
"[3, 28]","[3, 26]","[3, 28]","[3, 68]","[3, 46]","[3, 195]","[3, 203]","[3, 129]","[3, 129]","[3, 163]","[3, 15]",,0,0,,
"[3, 61]","[3, 113]","[3, 80]","[3, 63]","[3, 232]","[3, 108]","[3, 121]","[3, 144]","[3, 163]","[3, 218]","[3, 107]",,0.01,0,0.28,
"[3, 33]","[3, 143]","[3, 76]","[3, 181]","[3, 196]","[3, 17]","[3, 231]","[3, 176]","[3, 93]","[3, 184]","[3, 85]",,0,0,,
"[3, 29]","[3, 253]","[3, 199]","[3, 182]","[3, 209]","[3, 77]","[3, 99]","[3, 246]","[3, 250]","[3, 112]","[3, 122]",,0,0,,
"[3, 47]","[3, 57]","[3, 75]","[3, 39]","[3, 172]","[3, 49]","[3, 235]","[3, 125]","[3, 228]","[3, 77]","[3, 138]",,0,0,,
"[3, 49]","[3, 66]","[3, 237]","[3, 62]","[3, 148]","[3, 193]","[3, 91]","[3, 98]","[3, 52]","[3, 190]","[3, 98]",,0,0,0,
"[3, 27]","[3, 159]","[3, 175]","[3, 127]","[3, 234]","[3, 233]","[3, 29]","[3, 127]","[3, 95]","[3, 95]","[3, 169]",,0,0,,
"[3, 42]","[3, 20]","[3, 69]","[3, 254]","[3, 156]","[3, 150]","[3, 240]","[3, 140]","[3, 220]","[3, 97]","[3, 97]",,0,0,,
"[3, 40]","[3, 96]","[3, 148]","[3, 188]","[3, 91]","[3, 86]","[3, 120]","[3, 232]","[3, 136]","[3, 115]","[3, 46]",,0,0,,
"[3, 28]","[3, 35]","[3, 165]","[3, 78]","[3, 29]","[3, 108]","[3, 196]","[3, 103]","[3, 65]","[3, 132]","[3, 16]",,0,0,,
"[3, 48]","[3, 205]","[3, 173]","[3, 84]","[3, 44]","[3, 26]","[3, 101]","[3, 247]","[3, 141]","[3, 135]","[3, 145]",,0,0,0,
"[3, 38]","[3, 42]","[3, 238]","[3, 179]","[3, 41]","[3, 182]","[3, 167]","[3, 183]","[3, 43]","[3, 187]","[3, 18]",,0,0,,
"[3, 49]","[3, 82]","[3, 113]","[3, 176]","[3, 226]","[3, 147]","[3, 127]","[3, 181]","[3, 241]","[3, 229]","[3, 165]",,0,0,0,
"[3, 62]","[3, 16]","[3, 19]","[3, 206]","[3, 96]","[3, 244]","[3, 183]","[3, 87]","[3, 67]","[3, 194]","[3, 183]",,0.02,0,0.44,
"[3, 52]","[3, 122]","[3, 213]","[3, 224]","[3, 97]","[3, 191]","[3, 225]","[3, 81]","[3, 124]","[3, 200]","[3, 238]",,0,0,0,
"[3, 46]","[3, 19]","[3, 44]","[3, 61]","[3, 67]","[3, 62]","[3, 208]","[3, 151]","[3, 100]","[3, 241]","[3, 110]",,0,0,,
"[3, 35]","[3, 37]","[3, 215]","[3, 49]","[3, 60]","[3, 223]","[3, 68]","[3, 120]","[3, 26]","[3, 218]","[3, 48]",,0,0,,
"[3, 47]","[3, 68]","[3, 169]","[3, 153]","[3, 228]","[3, 103]","[3, 130]","[3, 215]","[3, 48]","[3, 196]","[3, 241]",,0,0,0,
"[3, 24]","[3, 250]","[3, 127]","[3, 171]","[3, 71]","[3, 172]","[3, 168]","[3, 92]","[3, 53]","[3, 153]","[3, 110]",,0,0,,
"[3, 42]","[3, 230]","[3, 97]","[3, 41]","[3, 38]","[3, 79]","[3, 41]","[3, 92]","[3, 41]","[3, 27]","[3, 63]",,0,0,,
"[3, 48]","[3, 152]","[3, 167]","[3, 190]","[3, 36]","[3, 45]","[3, 27]","[3, 130]","[3, 37]","[3, 32]","[3, 149]",,0,0,0,
"[3, 35]","[3, 74]","[3, 104]","[3, 224]","[3, 177]","[3, 136]","[3, 182]","[3, 83]","[3, 220]","[3, 223]","[3, 232]",,0,0,,
"[3, 54]","[3, 37]","[3, 252]","[3, 90]","[3, 221]","[3, 168]","[3, 15]","[3, 94]","[3, 203]","[3, 106]","[3, 216]",,0,0,0,
"[3, 32]","[3, 120]","[3, 158]","[3, 49]","[3, 193]","[3, 248]","[3, 80]","[3, 189]","[3, 27]","[3, 40]","[3, 114]",,0,0,,
"[3, 21]","[3, 31]","[3, 51]","[3, 75]","[3, 32]","[3, 76]","[3, 140]","[3, 139]","[3, 75]","[3, 231]","[3, 240]",,0,0,,
"[3, 43]","[3, 193]","[3, 182]","[3, 43]","[3, 149]","[3, 67]","[3, 84]","[3, 31]","[3, 19]","[3, 103]","[3, 205]",,0,0,,
"[3, 41]","[3, 165]","[3, 80]","[3, 105]","[3, 204]","[3, 116]","[3, 225]","[3, 206]","[3, 55]","[3, 48]","[3, 98]",,0,0,,
"[3, 39]","[3, 41]","[3, 88]","[3, 180]","[3, 40]","[3, 252]","[3, 27]","[3, 89]","[3, 25]","[3, 72]","[3, 159]",,0,0,,
"[3, 41]","[3, 216]","[3, 132]","[3, 22]","[3, 29]","[3, 131]","[3, 226]","[3, 182]","[3, 73]","[3, 146]","[3, 175]",,0,0,,
"[3, 44]","[3, 120]","[3, 16]","[3, 45]","[3, 72]","[3, 174]","[3, 128]","[3, 67]","[3, 99]","[3, 243]","[3, 25]",,0,0,,
"[3, 41]","[3, 55]","[3, 91]","[3, 191]","[3, 240]","[3, 142]","[3, 90]","[3, 96]","[3, 89]","[3, 181]","[3, 215]",,0,0,,
"[3, 48]","[3, 232]","[3, 214]","[3, 55]","[3, 88]","[3, 101]","[3, 30]","[3, 227]","[3, 245]","[3, 197]","[3, 56]",,0,0,0,
"[3, 22]","[3, 249]","[3, 80]","[3, 233]","[3, 139]","[3, 169]","[3, 81]","[3, 80]","[3, 81]","[3, 20]","[3, 150]",,0,0,,
"[3, 23]","[3, 44]","[3, 24]","[3, 215]","[3, 171]","[3, 94]","[3, 139]","[3, 82]","[3, 162]","[3, 32]","[3, 24]",,0,0,,
"[3, 49]","[3, 52]","[3, 204]","[3, 46]","[3, 163]","[3, 184]","[3, 53]","[3, 219]","[3, 27]","[3, 54]","[3, 48]",,0,0,0,
"[3, 59]","[3, 248]","[3, 105]","[3, 202]","[3, 169]","[3, 36]","[3, 239]","[3, 219]","[3, 185]","[3, 143]","[3, 208]",,0,0,0.35,
"[3, 28]","[3, 24]","[3, 171]","[3, 41]","[3, 247]","[3, 22]","[3, 175]","[3, 214]","[3, 195]","[3, 91]","[3, 195]",,0,0,,
"[3, 20]","[3, 214]","[3, 174]","[3, 166]","[3, 127]","[3, 47]","[3, 76]","[3, 23]","[3, 41]","[3, 58]","[3, 252]",,0,0,,
"[3, 24]","[3, 147]","[3, 102]","[3, 228]","[3, 151]","[3, 157]","[3, 31]","[3, 101]","[3, 251]","[3, 70]","[3, 36]",,0,0,,
"[3, 35]","[3, 251]","[3, 79]","[3, 102]","[3, 205]","[3, 103]","[3, 254]","[3, 36]","[3, 196]","[3, 220]","[3, 26]",,0,0,,
"[3, 43]","[3, 101]","[3, 57]","[3, 237]","[3, 211]","[3, 240]","[3, 40]","[3, 151]","[3, 42]","[3, 63]","[3, 59]",,0,0,,
"[3, 56]","[3, 52]","[3, 54]","[3, 202]","[3, 183]","[3, 204]","[3, 245]","[3, 176]","[3, 180]","[3, 75]","[3, 154]",,0.01,0,0.5,
"[3, 21]","[3, 28]","[3, 229]","[3, 230]","[3, 44]","[3, 161]","[3, 231]","[3, 113]","[3, 226]","[3, 227]","[3, 214]",,0,0,,
"[3, 38]","[3, 71]","[3, 21]","[3, 178]","[3, 151]","[3, 219]","[3, 240]","[3, 162]","[3, 127]","[3, 173]","[3, 233]",,0,0,,
"[3, 17]","[3, 52]","[3, 128]","[3, 17]","[3, 76]","[3, 110]","[3, 56]","[3, 21]","[3, 241]","[3, 67]","[3, 87]",,0,0,,
"[3, 23]","[3, 122]","[3, 201]","[3, 175]","[3, 71]","[3, 149]","[3, 182]","[3, 112]","[3, 183]","[3, 244]","[3, 246]",,0,0,,
"[3, 25]","[3, 34]","[3, 107]","[3, 206]","[3, 221]","[3, 32]","[3, 120]","[3, 16]","[3, 34]","[3, 128]","[3, 28]",,0,0,,
"[3, 16]","[3, 137]","[3, 130]","[3, 201]","[3, 169]","[3, 77]","[3, 41]","[3, 43]","[3, 16]","[3, 47]","[3, 139]",,0,0,,
"[3, 22]","[3, 67]","[3, 141]","[3, 216]","[3, 88]","[3, 41]","[3, 189]","[3, 193]","[3, 75]","[3, 178]","[3, 46]",,0,0,,
"[3, 39]","[3, 73]","[3, 17]","[3, 165]","[3, 50]","[3, 77]","[3, 90]","[3, 61]","[3, 93]","[3, 26]","[3, 195]",,0,0,,
"[3, 19]","[3, 104]","[3, 102]","[3, 251]","[3, 137]","[3, 162]","[3, 242]","[3, 130]","[3, 66]","[3, 239]","[3, 195]",,0,0,,
"[3, 40]","[3, 95]","[3, 95]","[3, 253]","[3, 48]","[3, 168]","[3, 174]","[3, 142]","[3, 104]","[3, 60]","[3, 237]",,0,0,,
"[3, 36]","[3, 169]","[3, 85]","[3, 209]","[3, 25]","[3, 150]","[3, 157]","[3, 226]","[3, 125]","[3, 246]","[3, 24]",,0,0,,
"[3, 55]","[3, 37]","[3, 189]","[3, 143]","[3, 188]","[3, 148]","[3, 220]","[3, 234]","[3, 44]","[3, 72]","[3, 23]",,0,0,0.71,
"[3, 23]","[3, 189]","[3, 15]","[3, 88]","[3, 16]","[3, 223]","[3, 47]","[3, 15]","[3, 119]","[3, 88]","[3, 84]",,0,0,,
"[3, 23]","[3, 150]","[3, 156]","[3, 59]","[3, 85]","[3, 227]","[3, 242]","[3, 57]","[3, 158]","[3, 195]","[3, 132]",,0,0,,
"[3, 50]","[3, 18]","[3, 221]","[3, 82]","[3, 159]","[3, 26]","[3, 147]","[3, 71]","[3, 122]","[3, 92]","[3, 78]",,0,0,0,
"[3, 21]","[3, 59]","[3, 157]","[3, 195]","[3, 56]","[3, 30]","[3, 128]","[3, 162]","[3, 66]","[3, 86]","[3, 32]",,0,0,,
"[3, 42]","[3, 93]","[3, 22]","[3, 195]","[3, 38]","[3, 41]","[3, 55]","[3, 115]","[3, 22]","[3, 65]","[3, 213]",,0,0,,
"[3, 52]","[3, 135]","[3, 151]","[3, 186]","[3, 162]","[3, 229]","[3, 125]","[3, 55]","[3, 166]","[3, 30]","[3, 40]",,0,0,0,
"[3, 35]","[3, 24]","[3, 174]","[3, 241]","[3, 213]","[3, 119]","[3, 39]","[3, 125]","[3, 191]","[3, 149]","[3, 244]",,0,0,,
"[3, 41]","[3, 165]","[3, 93]","[3, 21]","[3, 113]","[3, 99]","[3, 191]","[3, 236]","[3, 55]","[3, 219]","[3, 131]",,0,0,,
"[3, 53]","[3, 236]","[3, 123]","[3, 27]","[3, 96]","[3, 196]","[3, 148]","[3, 62]","[3, 67]","[3, 49]","[3, 203]",,0,0,0,
"[3, 37]","[3, 68]","[3, 120]","[3, 226]","[3, 97]","[3, 136]","[3, 175]","[3, 115]","[3, 164]","[3, 163]","[3, 195]",,0,0,,
"[3, 26]","[3, 66]","[3, 226]","[3, 56]","[3, 193]","[3, 151]","[3, 140]","[3, 119]","[3, 174]","[3, 50]","[3, 251]",,0,0,,
"[3, 60]","[3, 224]","[3, 104]","[3, 86]","[3, 174]","[3, 44]","[3, 157]","[3, 188]","[3, 130]","[3, 164]","[3, 93]",,0.03,0,0.44,
"[3, 25]","[3, 157]","[3, 160]","[3, 43]","[3, 61]","[3, 74]","[3, 89]","[3, 206]","[3, 15]","[3, 228]","[3, 19]",,0,0,,
"[3, 52]","[3, 100]","[3, 192]","[3, 29]","[3, 117]","[3, 197]","[3, 209]","[3, 137]","[3, 199]","[3, 121]","[3, 242]",,0,0,0,
"[3, 47]","[3, 189]","[3, 168]","[3, 223]","[3, 222]","[3, 249]","[3, 173]","[3, 130]","[3, 125]","[3, 86]","[3, 118]",,0,0,0,
"[3, 61]","[3, 84]","[3, 197]","[3, 236]","[3, 138]","[3, 147]","[3, 132]","[3, 93]","[3, 22]","[3, 87]","[3, 214]",,0.03,0,0.1,
"[3, 58]","[3, 87]","[3, 48]","[3, 74]","[3, 38]","[3, 249]","[3, 221]","[3, 170]","[3, 108]","[3, 214]","[3, 214]",,0,0,0.5,
"[3, 18]","[3, 144]","[3, 205]","[3, 241]","[3, 91]","[3, 94]","[3, 21]","[3, 111]","[3, 112]","[3, 229]","[3, 114]",,0,0,,
"[3, 50]","[3, 52]","[3, 212]","[3, 187]","[3, 87]","[3, 127]","[3, 198]","[3, 168]","[3, 178]","[3, 212]","[3, 187]",,0,0,0,
"[3, 34]","[3, 176]","[3, 213]","[3, 215]","[3, 132]","[3, 27]","[3, 131]","[3, 93]","[3, 53]","[3, 205]","[3, 166]",,0,0,,
"[3, 49]","[3, 53]","[3, 90]","[3, 249]","[3, 62]","[3, 146]","[3, 215]","[3, 95]","[3, 88]","[3, 30]","[3, 251]",,0,0,0,
"[3, 57]","[3, 20]","[3, 72]","[3, 80]","[3, 142]","[3, 224]","[3, 118]","[3, 173]","[3, 227]","[3, 109]","[3, 210]",,0,0,0.57,
"[3, 41]","[3, 126]","[3, 200]","[3, 160]","[3, 184]","[3, 190]","[3, 237]","[3, 212]","[3, 37]","[3, 40]","[3, 78]",,0,0,,
"[3, 37]","[3, 173]","[3, 251]","[3, 41]","[3, 222]","[3, 235]","[3, 238]","[3, 166]","[3, 168]","[3, 124]","[3, 56]",,0,0,,
"[3, 53]","[3, 42]","[3, 71]","[3, 59]","[3, 180]","[3, 215]","[3, 207]","[3, 146]","[3, 95]","[3, 80]","[3, 253]",,0,0,0,
"[3, 39]","[3, 122]","[3, 228]","[3, 135]","[3, 18]","[3, 171]","[3, 152]","[3, 196]","[3, 161]","[3, 132]","[3, 184]",,0,0,,
"[3, 55]","[3, 203]","[3, 162]","[3, 52]","[3, 136]","[3, 99]","[3, 203]","[3, 96]","[3, 162]","[3, 251]","[3, 34]",,0,0,-0.01,
"[3, 30]","[3, 50]","[3, 86]","[3, 117]","[3, 140]","[3, 238]","[3, 161]","[3, 200]","[3, 38]","[3, 15]","[3, 153]",,0,0,,
"[3, 55]","[3, 116]","[3, 250]","[3, 124]","[3, 123]","[3, 207]","[3, 88]","[3, 65]","[3, 129]","[3, 247]","[3, 211]",,0,0,0.71,
"[3, 47]","[3, 180]","[3, 78]","[3, 238]","[3, 153]","[3, 152]","[3, 125]","[3, 155]","[3, 63]","[3, 116]","[3, 167]",,0,0,0,
"[3, 40]","[3, 109]","[3, 107]","[3, 111]","[3, 217]","[3, 76]","[3, 226]","[3, 134]","[3, 120]","[3, 19]","[3, 228]",,0,0,,
"[3, 29]","[3, 176]","[3, 16]","[3, 214]","[3, 170]","[3, 55]","[3, 234]","[3, 86]","[3, 179]","[3, 66]","[3, 131]",,0,0,,
"[3, 61]","[3, 145]","[3, 120]","[3, 169]","[3, 215]","[3, 249]","[3, 207]","[3, 111]","[3, 153]","[3, 152]","[3, 210]",,0.02,0,0.44,
"[3, 42]","[3, 79]","[3, 142]","[3, 16]","[3, 157]","[3, 159]","[3, 32]","[3, 145]","[3, 133]","[3, 203]","[3, 92]",,0,0,,
"[3, 43]","[3, 51]","[3, 72]","[3, 66]","[3, 61]","[3, 199]","[3, 167]","[3, 253]","[3, 208]","[3, 48]","[3, 87]",,0,0,,
"[3, 22]","[3, 48]","[3, 23]","[3, 150]","[3, 203]","[3, 17]","[3, 223]","[3, 155]","[3, 58]","[3, 183]","[3, 50]",,0,0,,
"[3, 38]","[3, 217]","[3, 75]","[3, 113]","[3, 245]","[3, 70]","[3, 91]","[3, 194]","[3, 216]","[3, 56]","[3, 47]",,0,0,,
"[3, 32]","[3, 112]","[3, 177]","[3, 53]","[3, 36]","[3, 31]","[3, 244]","[3, 208]","[3, 159]","[3, 148]","[3, 207]",,0,0,,
"[3, 48]","[3, 125]","[3, 151]","[3, 23]","[3, 191]","[3, 19]","[3, 150]","[3, 238]","[3, 151]","[3, 250]","[3, 109]",,0,0,,
"[3, 18]","[3, 40]","[3, 114]","[3, 246]","[3, 208]","[3, 121]","[3, 57]","[3, 134]","[3, 25]","[3, 182]","[3, 46]",,0,0,,
"[3, 40]","[3, 225]","[3, 106]","[3, 139]","[3, 176]","[3, 187]","[3, 55]","[3, 146]","[3, 95]","[3, 102]","[3, 198]",,0,0,,
"[3, 20]","[3, 126]","[3, 24]","[3, 91]","[3, 150]","[3, 101]","[3, 252]","[3, 146]","[3, 40]","[3, 70]","[3, 207]",,0,0,,
"[3, 41]","[3, 186]","[3, 236]","[3, 158]","[3, 69]","[3, 15]","[3, 146]","[3, 239]","[3, 184]","[3, 85]","[3, 175]",,0,0,,
"[3, 61]","[3, 217]","[3, 143]","[3, 19]","[3, 213]","[3, 61]","[3, 49]","[3, 42]","[3, 162]","[3, 210]","[3, 33]",,0,0,0.57,
"[3, 28]","[3, 51]","[3, 24]","[3, 231]","[3, 171]","[3, 93]","[3, 116]","[3, 120]","[3, 177]","[3, 170]","[3, 85]",,0,0,,
"[3, 48]","[3, 180]","[3, 142]","[3, 188]","[3, 239]","[3, 47]","[3, 186]","[3, 109]","[3, 254]","[3, 32]","[3, 161]",,0,0,0,
"[3, 21]","[3, 17]","[3, 133]","[3, 228]","[3, 97]","[3, 225]","[3, 122]","[3, 19]","[3, 27]","[3, 147]","[3, 172]",,0,0,,
"[3, 23]","[3, 99]","[3, 115]","[3, 227]","[3, 17]","[3, 118]","[3, 168]","[3, 187]","[3, 200]","[3, 152]","[3, 97]",,0,0,,
"[3, 44]","[3, 80]","[3, 34]","[3, 53]","[3, 153]","[3, 117]","[3, 36]","[3, 38]","[3, 249]","[3, 219]","[3, 236]",,0,0,,
"[3, 19]","[3, 199]","[3, 154]","[3, 38]","[3, 172]","[3, 53]","[3, 94]","[3, 167]","[3, 95]","[3, 213]","[3, 236]",,0,0,,
"[3, 61]","[3, 56]","[3, 204]","[3, 175]","[3, 222]","[3, 215]","[3, 159]","[3, 70]","[3, 189]","[3, 78]","[3, 184]",,0.03,0,0.18,
"[3, 36]","[3, 107]","[3, 222]","[3, 180]","[3, 248]","[3, 144]","[3, 114]","[3, 207]","[3, 103]","[3, 79]","[3, 47]",,0,0,,
"[3, 47]","[3, 51]","[3, 234]","[3, 28]","[3, 84]","[3, 208]","[3, 55]","[3, 79]","[3, 41]","[3, 137]","[3, 173]",,0,0,,
